"PAREDINT","BOOKSHOME","TECH","READ_AVG"
16,4,1.1605,562.1796
16,6,1.8925,546.164
16,4,1.0285,655.0397
3,2,-0.843,418.054
16,4,1.1605,613.1428
12,2,0.183,506.1665
6,1,-2.4709,407.2462
16,3,-0.1177,530.6663
12,3,-0.132,653.4075
9,3,0.6191,317.5964
12,2,1.8466,438.3807
16,6,1.002,652.7411
16,4,0.299,456.9462
16,2,1.2529,389.3813
12,1,-1.2713,347.0404
12,3,0.6324,514.0392
9,2,0.29,334.9254
16,4,-0.8488,452.7182
16,3,-0.8741,478.1363
16,6,0.689,704.7243
16,3,0.9449,627.9956
16,6,0.5624,639.6734
16,4,1.7743,453.0469
6,1,0.795,329.432
16,3,-1.1508,441.2773
12,4,-0.2539,459.551
12,2,1.5411,418.8968
12,2,-1.4121,422.1953
16,3,1.9651,555.3793
16,4,-0.2812,547.6845
12,4,-0.1385,527.927
16,4,1.4072,516.9821
16,1,-1.4079,401.3066
9,1,1.4609,341.8245
16,4,0.3924,598.9799
16,4,-0.3065,472.7237
9,2,-0.7449,463.8148
16,2,0.7159,665.01
12,4,1.0902,355.7946
16,4,-0.1177,629.1462
16,7,0.5598,663.9614
12,3,1.0229,460.1356
16,4,0.7159,660.2583
12,2,0.6259,465.7285
12,1,-1.6697,400.4829
16,7,1.6257,659.154
16,4,-0.2768,369.9187
16,4,0.3344,587.2686
16,4,-0.0073,770.5036
16,4,0.1106,318.8503
12,1,-0.701,484.8697
16,4,0.2473,421.4547
16,4,1.4128,413.1628
12,4,0.1891,491.2435
16,4,0.181,584.8386
12,2,0.0494,569.7163
16,4,0.7333,441.5487
12,2,1.0618,554.0941
9,4,-0.6259,604.3088
14.5,3,-0.8601,446.4512
9,3,-0.8252,462.3356
16,3,-0.6,567.9974
16,4,-0.4982,656.7914
12,4,-0.3295,456.8516
12,3,-0.8198,519.4004
12,6,1.1813,484.7845
12,1,0.8693,476.4736
16,3,-0.5855,538.0108
16,2,1.5585,345.7747
16,4,-1.6635,356.5531
16,1,0.7057,440.0097
16,3,0.5838,508.5778
16,4,1.4126,496.692
16,7,-0.4482,683.628
12,3,-0.0683,501.2384
16,4,-0.952,591.6895
16,3,0.761,469.7494
16,4,0.6055,616.9756
16,4,0.5869,606.6623
16,4,0.232,671.8455
14.5,2,2.0038,378.8368
16,1,0.8701,430.4606
12,6,0.009,642.4687
16,4,-0.4364,410.6343
9,3,-1.3707,521.7115
14.5,3,-0.5168,460.937
12,3,-0.6,524.1283
16,3,0.5349,439.3069
16,6,0.1891,663.7677
9,2,1.1084,479.7233
12,3,-0.2768,399.6622
12,4,0.3371,603.8116
9,2,1.63,454.9136
16,2,0.1891,541.4572
16,2,-1.0015,452.5038
12,2,-0.6259,502.6416
12,2,-0.6259,476.5649
9,2,-0.4251,472.5768
16,2,-0.6852,223.1168
16,4,0.4764,383.1851
16,7,0.5482,642.3268
12,3,-0.457,387.2337
16,6,0.4484,587.9429
16,7,1.1012,701.6844
16,4,0.8724,610.6503
16,1,0.9229,342.4912
16,4,-0.0098,365.7877
12,2,-0.8421,539.8129
12,2,-0.3003,467.8083
16,3,1.2247,549.2292
12,2,3.2153,374.7034
12,2,0.2028,447.7109
6,2,-2.5924,316.5715
12,1,-0.6094,488.4666
12,3,-1.0077,438.6279
16,2,1.4608,410.2321
16,4,0.7159,613.4663
12,3,0.183,582.0464
16,4,0.9473,619.9598
9,3,-0.6259,591.7284
16,3,0.4721,593.2622
16,4,0.4207,594.5422
14.5,2,-0.3732,431.106
12,6,-0.8957,545.3236
16,1,-0.5882,324.7929
16,3,1.3033,530.2348
12,4,1.2858,539.7726
16,6,1.6446,589.3948
12,3,0.7079,261.3643
16,7,0.5801,584.3666
16,6,-0.2544,548.8377
9,4,1.2316,434.742
6,4,0.5869,530.9462
12,6,1.8136,617.7016
16,2,-1.7465,289.0769
16,1,-0.7244,419.0783
12,4,0.0195,447.7805
16,6,-1.346,548.2614
16,4,-1.3015,570.2377
16,3,-1.9664,483.0621
16,4,0.8771,709.5113
12,4,-1.064,599.1692
16,7,0.0464,631.7728
16,4,0.1891,655.0227
16,4,1.4583,660.2345
16,6,1.4072,674.1453
12,4,0.1,513.5622
12,3,1.3963,541.0478
9,2,-0.7123,364.4993
14.5,2,0.8734,443.3583
16,2,0.232,540.5041
9,2,0.002,430.0893
16,4,1.0592,496.6416
12,4,0.3161,656.4422
16,6,-0.6461,465.7479
16,3,0.0198,732.7985
12,2,-0.1622,421.0082
16,4,0.6267,358.1582
16,3,-0.8205,442.0247
16,4,1.2777,581.5202
16,6,0.8511,636.8249
12,4,0.3,435.6787
16,4,-0.1622,709.1455
14.5,4,0.6731,569.2329
16,4,2.0193,446.5108
16,4,0.1428,382.4314
3,1,-0.132,435.3412
14.5,4,0.2773,598.2311
16,1,-1.1107,476.4416
16,3,-0.6205,629.1894
16,2,0.6216,387.3367
16,4,0.495,492.1806
9,2,-0.8014,383.5824
14.5,4,2.7595,528.6634
16,2,-0.9671,439.8097
12,3,-0.1496,596.2175
12,2,0.4668,372.3128
16,4,1.2602,649.9852
12,4,-0.3295,604.7271
16,3,-0.6443,300.9542
16,6,1.6393,559.719
16,2,-0.5615,341.7849
12,2,-0.2768,624.9446
9,3,1.6868,524.8636
16,4,-0.3752,410.5893
14.5,4,0.6044,609.2857
16,1,0.1891,617.7872
16,4,-0.102,571.346
9,3,0.1428,548.1373
12,3,0.3624,605.9051
14.5,3,0.2181,591.3418
12,2,-0.4013,428.0586
16,7,0.8771,730.0571
16,4,0.7159,608.275
16,6,-0.1622,582.8673
12,3,1.2422,430.0209
16,7,0.4207,708.0081
16,2,-1.0153,310.5461
12,4,1.2952,626.789
12,3,-1.0376,498.0851
16,3,-0.3003,424.0788
16,6,1.4326,523.0187
16,6,-0.1795,494.1716
14.5,2,0.1805,519.0956
9,3,0.3168,524.3098
14.5,2,-0.8205,624.9094
3,2,1.0664,358.9278
16,6,0.0797,698.2878
16,4,0.8771,543.945
14.5,2,1.5532,370.9061
12,3,-0.3588,503.3219
6,2,-0.6639,367.6367
12,4,0.743,672.8459
12,2,-0.0073,493.7354
16,4,-0.3588,627.2892
12,2,-0.2812,571.4921
16,4,0.2835,658.6405
16,2,0.8655,462.3698
16,3,-1.5122,425.0253
14.5,2,0.66,474.9728
16,4,0.1419,669.001
16,4,1.3033,444.7522
16,3,0.4892,672.0565
16,6,-0.2123,754.1375
12,4,-1.2026,526.165
14.5,2,-0.413,410.7083
16,7,0.4293,742.3815
16,6,1.253,322.7625
12,4,1.111,314.9408
16,3,1.2031,514.1105
16,4,0.7333,550.9974
16,6,1.4907,699.0986
16,4,0.1601,557.1355
16,7,0.8245,697.0632
16,4,-0.4263,546.5697
12,3,1.5788,387.4208
16,2,0.5224,489.8167
6,2,0.173,541.2101
16,4,0.5166,407.1761
12,2,1.7895,357.5395
12,2,0.781,569.7502
14.5,4,-0.0073,571.0634
12,1,-0.7786,621.7283
12,3,0.8486,586.8223
14.5,7,1.1605,432.8077
12,1,-0.1129,417.7574
12,4,-0.0574,543.4982
16,3,-0.3812,505.5621
14.5,2,0.5437,361.5488
16,4,0.3654,617.9237
14.5,4,0.9105,552.9
6,4,-0.0826,607.1168
12,4,0.0495,586.9434
12,2,0.6661,459.7394
9,2,0.1952,437.971
12,3,-1.0634,439.3209
16,4,0.7102,697.8827
9,3,-0.102,519.3752
16,3,-0.3295,480.7605
12,2,-0.9887,460.0671
9,1,0.8486,378.6844
12,3,0.6273,292.6004
16,4,-0.09,567.6144
12,4,-1.064,613.7601
16,6,0.3924,599.3174
16,6,1.002,656.4249
16,2,0.3085,579.9603
9,3,-0.6495,339.4665
12,2,-1.0503,545.064
12,2,0.0495,554.7309
12,4,1.4352,514.2334
16,2,1.002,512.9102
16,4,0.5675,475.2722
16,2,0.6088,424.0085
16,4,-0.9973,488.2671
12,4,0.1891,600.8998
16,6,1.1343,549.3545
16,4,-0.9169,700.2143
12,3,0.7486,305.0577
12,4,-0.1383,519.86
16,2,-2.9167,233.9789
16,4,1.002,598.0303
12,2,-1.7591,298.9854
16,1,2.066,315.559
14.5,6,-0.0073,560.4506
16,3,0.4203,575.4964
16,7,1.1292,509.4764
16,2,0.1296,544.8659
16,2,1.082,361.523
16,4,1.3438,391.8172
12,4,0.0166,409.3267
12,2,0.1891,459.1119
12,4,1.3413,492.4551
12,4,1.7661,594.2015
16,3,1.1781,488.4006
16,6,0.7854,608.7398
9,4,1.1577,479.4949
16,4,-0.3295,459.1921
16,6,-0.0574,546.6198
16,6,0.3061,642.4911
14.5,4,-0.3003,585.9107
14.5,3,1.2884,419.7549
16,4,0.6362,257.9165
16,2,0.4946,471.8104
16,2,0.3924,491.88
12,2,-0.6596,389.1008
16,6,0.1891,538.8212
16,4,0.5166,576.5391
12,2,-0.2001,385.7819
12,4,0.1428,456.4218
16,3,-0.2123,682.2153
12,7,1.2701,547.0935
16,3,1.4072,496.4098
14.5,3,-0.4924,638.4385
12,2,0.6293,417.779
6,2,-1.2726,378.4366
12,4,0.1428,531.2246
16,6,1.1719,575.8486
16,3,-0.0073,531.6608
12,3,-0.102,438.0963
16,1,-1.5638,288.8571
16,2,-0.8474,394.8355
16,1,1.3805,436.6452
16,3,-0.0073,406.3284
12,2,-0.3003,457.2908
16,4,0.3344,644.9107
16,2,0.2801,553.9102
14.5,4,-1.0112,510.4817
12,4,-0.102,492.5748
16,6,1.1343,627.513
16,4,1.9514,293.0374
16,6,0.2741,588.7061
9,2,0.5567,368.0827
12,4,0.2479,496.4989
16,7,-1.1819,529.1479
16,2,0.0526,500.6431
12,2,0.5496,344.0521
12,3,0.1428,295.2696
16,6,-0.6692,603.6091
12,3,-0.4016,424.4085
16,3,-0.0447,512.3267
12,1,-0.0073,409.6592
16,1,-1.3379,237.965
12,2,0.3953,375.1632
12,3,0.1891,583.0519
16,1,1.4609,378.9669
16,4,0.3568,514.5836
16,3,-1.2294,684.4457
16,4,0.6731,580.7516
12,3,0.3507,341.5962
16,7,1.5652,460.4118
12,4,-0.1323,657.9653
12,2,0.9128,373.4581
16,4,1.1084,615.1638
12,3,0.783,534.907
9,1,-0.3003,532.6064
12,1,-0.001,600.464
14.5,4,1.0979,555.1936
16,4,0.7215,497.9961
16,6,0.4006,557.1075
14.5,2,0.7159,479.278
16,4,2.1327,588.8522
12,1,-1.0038,401.3926
16,4,0.2586,344.3888
12,3,-0.7816,339.8704
12,3,-0.3003,568.3108
12,3,0.3295,532.7618
16,4,0.6375,614.0315
12,3,0.7641,730.9485
16,4,-0.651,552.7574
16,7,-0.651,644.6277
14.5,3,0.5166,530.1857
14.5,4,-0.2768,663.9827
16,1,-0.9249,437.4147
16,2,-0.1622,398.5323
16,7,1.0546,605.7538
12,3,1.3838,483.8687
12,2,0.1341,415.5903
12,1,1.5518,344.0702
12,4,-0.651,580.2117
9,1,-1.1108,567.4649
12,3,0.1458,467.6393
16,2,1.3838,506.8198
16,4,2.2859,405.7741
16,3,-0.651,433.0838
9,1,-0.2835,396.0226
16,6,1.2913,559.8092
9,1,-2.1608,314.8494
12,4,0.7641,474.0636
16,4,-0.102,475.8248
12,3,-0.6259,563.1738
12,4,0.7643,642.6156
16,1,-1.3814,361.3345
12,3,-0.0995,364.5809
16,3,0.9758,655.5662
16,7,-0.0574,585.6684
16,3,0.7159,594.9398
16,2,0.2259,617.826
14.5,3,-0.7194,546.6411
14.5,4,0.6494,515.6517
12,4,1.1686,527.6832
16,4,0.212,459.6908
16,7,-0.3295,578.7288
16,6,1.1346,713.264
9,3,0.5498,590.7555
16,4,1.4904,445.8934
16,3,0.9758,562.4944
16,2,-1.5074,324.3191
16,6,-0.5766,539.7295
16,4,1.0036,451.857
16,2,-0.4954,244.5874
16,4,0.8142,668.1346
16,3,0.8069,474.194
16,7,2.3145,606.3282
16,6,0.7474,600.7419
12,3,-0.3948,336.1329
16,4,0.0526,530.286
12,4,0.8511,513.9117
16,3,2.0466,456.8826
12,2,-1.5619,529.8545
16,6,0.0198,720.4751
6,2,-0.9138,285.5096
12,3,0.8701,482.5827
16,4,1.1315,512.0554
16,6,0.8511,635.2635
16,1,1.0726,562.8152
12,3,0.7374,604.6272
16,1,-0.8201,335.9554
12,3,-0.3295,564.1846
12,1,-5.0283,309.1949
16,6,2.4896,470.2796
16,1,-0.3059,365.5576
16,7,0.1371,502.9303
16,3,1.2858,411.2234
16,3,0.5349,441.9532
16,4,0.4892,670.9846
12,3,-1.5195,418.7107
16,6,1.0147,445.7892
16,3,0.3311,474.5358
16,4,1.2831,571.8023
12,4,1.0229,463.7643
16,7,0.7374,671.6081
12,3,0.0701,425.0755
12,4,0.1305,527.4069
16,3,-0.2123,462.8394
9,2,0.5166,427.5913
12,2,-0.2248,519.2352
3,4,-0.2768,689.976
16,1,-0.2492,476.8433
16,2,0.5166,398.1018
16,3,1.2139,407.6038
16,2,0.4207,561.3708
9,3,-0.3588,503.9454
16,4,0.2801,546.5613
16,4,0.7159,690.9341
12,2,-0.8339,544.8405
14.5,2,-0.6259,527.7356
16,7,1.7078,577.0694
16,3,0.7374,665.5548
16,4,1.0491,477.7871
16,1,-1.9798,419.8932
12,2,-0.8912,520.6524
16,2,-0.2986,416.5135
12,2,0.8356,395.038
12,4,0.034,504.4125
14.5,3,-0.102,589.0717
14.5,2,-1.0637,345.3532
16,3,0.0986,568.6786
16,4,-0.8929,534.0895
14.5,4,-2.1381,679.6045
16,4,0.6731,479.2086
16,3,-0.2027,587.2208
16,3,0.2028,467.5251
16,3,0.1428,441.3784
16,4,0.3344,549.7795
16,4,0.3924,473.4237
16,4,-0.5952,497.4479
12,4,0.183,391.3136
16,4,-0.0826,439.8531
12,4,1.1864,637.1679
16,2,0.1506,406.8983
12,4,-1.6124,415.7145
12,1,0.0717,345.9271
16,2,-0.0073,644.9845
12,2,-0.7236,381.5245
16,1,1.4393,519.2041
16,4,1.0664,569.6451
16,3,0.822,549.274
16,4,0.3592,535.5413
16,6,1.5683,493.045
16,2,-0.5168,517.6187
12,1,-0.1622,335.6838
12,4,0.9412,410.133
16,6,0.0495,752.9532
12,2,0.0717,498.7313
12,4,1.1192,394.6351
12,4,0.7641,515.4088
16,4,0.1891,488.957
12,4,-1.8369,431.3669
16,3,0.1428,404.8815
16,7,-1.9664,322.1203
12,3,-0.0073,542.9398
16,2,-0.6259,525.4168
16,1,-1.5732,433.5556
16,4,1.2571,615.5862
12,4,0.6833,515.8918
9,2,-1.3235,398.6087
16,4,0.2801,548.6559
12,2,1.5638,351.9858
12,1,-1.0637,390.3699
12,2,-0.3298,483.012
16,4,0.4042,562.6629
16,4,1.0285,485.6477
9,3,-0.7118,543.7312
16,6,0.3381,482.1945
14.5,2,-0.0775,371.9133
12,1,0.0281,420.5083
16,2,2.8019,591.7379
12,4,-1e-04,592.3779
12,4,0.7641,365.8081
16,4,1.5182,471.927
16,7,0.5598,643.0998
16,6,0.4207,536.1645
16,2,-0.3003,539.235
9,2,1.9331,476.1604
9,2,0.4484,572.6235
14.5,1,1.4439,276.2486
16,2,-1.2703,605.6588
16,1,-0.3588,583.0683
12,3,0.7159,520.5125
16,2,-1.2304,248.074
12,2,-0.8601,453.5757
12,4,-0.3973,508.7468
16,3,2.3358,458.8658
16,3,0.215,321.9289
9,4,0.2473,442.9974
16,7,0.6142,712.5567
16,6,-0.651,650.8029
16,7,0.5311,607.2055
12,1,0.1891,525.8222
12,2,0.104,448.141
16,3,2.1102,459.0301
12,2,-0.2082,471.0653
16,4,0.7235,505.2085
16,6,0.3628,459.8864
16,1,-0.5887,630.3437
12,4,-0.3291,645.8419
16,3,0.2368,598.0252
12,3,-0.0381,603.3404
16,4,0.8486,481.3245
12,1,-0.6259,478.1766
12,3,0.5406,569.5009
12,2,-0.8106,405.6364
12,2,-0.4673,419.0921
12,4,0.1891,557.5801
16,3,1.2503,443.6084
12,1,-0.5434,265.2946
16,3,0.3371,448.9666
16,7,2.7816,551.6448
6,3,-1.4258,554.5704
16,6,0.8768,473.7344
14.5,1,-0.4482,496.432
16,2,-0.3003,480.3106
16,3,0.6377,431.2091
16,4,-0.0073,417.9858
16,1,-0.6259,419.3354
16,4,-0.2962,395.2033
6,3,0.1883,581.4929
6,3,-0.6,383.163
12,3,0.4946,484.0871
16,4,1.0285,697.5138
16,2,1.2777,486.6389
16,4,1.5585,517.2323
12,1,-0.0717,381.2914
16,2,-0.9169,599.4111
16,3,1.0592,396.1787
14.5,4,0.4668,543.7752
16,2,-1.2226,581.3038
12,4,0.8069,379.238
16,3,-1.9812,287.7811
12,2,0.7641,495.4458
16,4,0.6543,608.917
12,4,1.4779,406.9706
16,2,-1.7465,278.0794
12,4,0.2412,505.2977
12,4,1.002,507.4327
16,7,1.6159,251.657
16,4,1.2422,559.8245
12,4,0.4729,685.6011
16,2,0.7815,559.0228
16,4,0.9211,555.6017
12,4,-0.6348,548.2115
14.5,4,1.3033,486.8132
12,3,-0.1888,539.7757
12,2,-1.2723,503.9555
16,4,0.2181,715.0612
14.5,3,-0.102,555.3785
12,2,-0.8753,487.1549
16,4,0.1525,619.2439
12,4,0.7159,550.4411
16,2,1.2963,342.8089
16,4,-0.1496,488.6594
16,3,-1.1374,295.2657
12,3,0.9964,639.6023
16,4,0.4946,469.7839
12,3,0.2412,552.125
16,4,0.4042,562.3479
16,4,-1.0792,582.787
16,2,-1.0895,229.0563
12,3,-1.7172,437.8889
16,6,1.253,328.887
16,4,-0.2576,405.4026
14.5,3,1.3868,450.6763
16,3,0.5224,493.5426
12,4,-0.7865,448.044
16,4,0.7975,412.3781
16,4,2.0814,404.5012
16,4,0.4756,615.6044
16,6,1.034,438.2654
12,3,-0.5434,290.5677
12,3,-0.3003,379.3612
12,3,-0.1496,582.0772
16,7,0.3325,314.5447
16,4,0.3344,477.4661
16,4,0.3924,392.8388
9,2,0.7641,667.2308
12,3,0.0065,353.7855
16,3,0.0987,398.639
16,4,0.4484,448.9101
12,2,-0.3792,547.5041
12,2,-0.1083,531.5546
16,1,-0.3003,420.5004
14.5,2,-0.8741,371.4935
16,6,-1.3013,539.3775
16,7,4.1742,534.189
14.5,2,-0.1622,601.5121
16,4,2.5844,578.5928
16,3,0.3016,374.0081
9,3,-0.0082,540.4846
12,1,0.8452,415.7291
12,3,0.5869,654.7461
12,4,0.8734,542.847
9,2,1.4276,312.0088
12,3,-0.0136,542.6119
9,3,0.5291,477.8276
12,1,-0.7631,430.2803
12,7,1.1605,574.8115
12,2,-0.3732,418.5136
12,6,-0.651,603.1975
12,4,0.1305,411.5193
16,4,-0.3792,363.19
16,2,0.5224,299.2095
14.5,3,0.1352,595.1449
16,3,0.7159,529.4276
16,4,0.9035,590.8965
16,3,0.4207,607.2537
12,3,0.4764,536.2262
16,4,0.4042,559.0553
12,1,-1.5578,367.4958
12,2,1.2777,538.1434
16,4,0.6324,574.924
16,4,0.5423,466.5337
16,3,1.438,469.9866
16,3,-0.102,585.4758
12,1,-0.9103,460.7741
12,2,1.2625,415.3929
16,1,-0.0145,411.7792
16,4,1.6298,414.5046
16,4,1.2952,489.0998
16,4,0.8511,634.2209
16,2,1.1217,464.2372
16,6,-0.9215,569.9967
12,6,0.626,630.8558
12,4,-1.0786,589.0851
16,4,1.6781,444.0823
16,3,1.5413,335.2355
16,3,0.2181,491.3532
16,3,0.8771,544.1931
16,4,0.4222,629.9527
3,1,-1.8303,414.7101
14.5,2,-0.2158,425.8886
16,2,-0.7123,361.6797
12,3,-1.0243,524.0612
3,1,-1.4458,456.4591
14.5,3,1.3033,547.6034
12,1,-0.0136,386.7713
16,1,-0.8884,447.4812
14.5,4,-0.6785,382.9738
16,2,1.2777,536.9486
12,2,-0.9804,627.4992
14.5,4,0.3399,535.4982
9,1,-0.6495,311.0247
16,3,0.8086,401.3821
12,3,1.1343,564.835
16,2,0.1458,405.9232
12,2,0.4203,538.525
16,6,0.66,311.4008
12,3,0.6565,600.4163
16,1,0.9155,293.1016
16,1,-0.4067,669.4266
16,1,0.1366,456.6818
9,1,0.0463,368.4186
12,3,1.5532,449.2175
12,3,1.8818,266.2461
12,2,0.1545,547.9237
12,3,0.4721,285.1446
16,6,-0.0276,723.6454
16,6,1.2602,518.8591
16,6,1.6552,490.0463
16,6,0.2028,706.0682
16,2,-0.769,523.214
12,4,-0.7047,396.0806
6,4,-0.0073,489.2373
16,3,-0.102,509.4777
12,2,-1.118,443.7799
16,6,2.1975,610.7316
16,6,0.8771,587.1357
16,3,0.6703,549.0702
12,3,0.1891,594.4864
6,2,-1.386,330.4845
14.5,4,-0.318,448.6537
12,4,0.4389,479.5032
12,1,0.0262,406.338
14.5,3,1.4637,476.3276
16,6,-0.9088,207.1767
12,3,3.7408,516.0795
16,2,-0.2865,308.6285
6,4,-0.1769,625.392
6,2,-0.3297,539.9923
14.5,3,-0.8198,518.7402
16,3,-0.5351,676.8587
12,2,0.0903,386.6195
16,4,0.5102,606.0005
16,3,1.1343,615.491
14.5,3,-1.4998,458.4996
12,4,-0.0073,418.5501
16,7,0.8768,696.7142
16,4,1.5788,658.9395
16,3,1.4731,392.2259
16,2,-0.1622,454.5482
9,3,0.4343,491.4743
14.5,4,0.6055,395.1926
16,3,1.6041,578.3303
12,2,0.5166,548.6466
16,1,0.5432,456.933
16,1,-1.3085,275.2965
16,4,0.1428,506.9714
16,4,-0.1795,606.3323
16,2,-0.6658,423.9524
14.5,2,0.8886,520.7469
12,1,1.1605,458.1482
16,4,0.2773,362.0905
16,4,1.6041,553.4074
16,2,-1.4515,383.61
16,3,0.3762,464.9529
6,2,-0.8205,553.0251
12,4,0.4664,498.9312
12,4,1.4126,480.067
12,2,-0.6259,492.8509
16,6,1.8562,486.8048
16,6,1.2082,448.9938
12,2,-1.2294,555.5792
16,6,0.7159,650.6185
16,3,1.7864,363.5479
14.5,2,-0.7659,444.7683
16,7,1.1605,607.0181
9,2,-0.6878,334.2329
12,4,0.2412,496.2547
12,2,-1.1413,548.9765
14.5,2,0.7159,643.4692
12,2,0.6887,473.2291
16,3,0.1891,293.7443
16,2,-0.6,485.0268
16,1,-0.6205,448.9482
12,2,0.0463,452.4751
16,3,-0.6999,379.7891
9,4,0.5612,537.6243
14.5,3,0.4207,706.7951
16,3,0.3596,602.6542
12,4,-0.0045,387.5693
12,1,-0.4896,403.1578
16,2,-1.1565,412.9279
9,1,-0.3132,342.0302
16,4,-0.1622,483.6553
16,4,-0.2137,572.0324
16,2,-0.1832,396.5402
12,2,-1.2839,500.1958
9,3,-0.873,291.2634
16,3,-0.3003,454.7903
16,3,0.1891,473.5029
16,2,-0.3527,525.0398
12,3,0.3924,471.5436
16,3,-0.4482,535.7254
16,4,1.0187,291.4968
12,2,-1.2967,367.733
16,6,0.1597,579.7387
16,4,1.0546,493.9795
12,3,-0.3295,524.6129
12,4,0.3879,581.5273
16,2,1.1315,392.7401
16,2,0.7374,389.4887
14.5,4,-0.9169,484.1544
14.5,3,0.4484,558.7239
12,2,1.2939,379.3542
16,4,0.0156,470.6041
16,4,-0.2595,541.8961
16,4,1.2602,666.5586
16,2,-0.0073,342.6496
16,4,1.3033,376.463
16,2,-0.0645,435.6051
14.5,3,-0.8423,587.0646
16,6,1.4904,622.9077
16,4,1.1813,641.8734
16,6,1.5936,592.4524
14.5,6,0.3924,564.0439
12,1,-0.7159,280.485
16,4,0.7159,573.38
6,2,1.2491,348.5943
16,3,0.4222,391.192
12,2,1.2139,401.3372
16,4,0.0796,511.6824
14.5,3,-0.3003,524.5878
16,4,0.7159,605.4664
9,3,0.2657,586.3105
16,3,-0.0073,517.942
16,3,0.4426,572.5569
9,2,0.2028,456.9441
16,7,0.5869,552.1306
16,3,0.3924,537.0243
12,2,-0.6495,382.3582
12,3,-0.0073,505.4328
16,4,0.8062,530.4103
16,3,0.9602,512.2582
16,4,1.1728,439.5268
12,3,-0.7551,551.5641
16,2,-1.2786,305.1846
12,4,1.7308,500.2888
16,6,0.4207,713.0452
12,2,-0.5351,559.2281
16,4,1.7333,652.0578
12,2,-0.6259,547.5865
16,4,0.2412,561.8156
16,3,-0.651,488.7148
12,2,0.781,489.2713
16,3,-0.6375,480.9463
9,1,-2.9855,445.7982
14.5,2,1.4353,507.9241
16,4,0.934,660.7789
16,1,0.5764,346.5715
16,4,0.2596,524.4183
12,2,0.0547,340.1508
9,1,-0.2336,338.2514
16,4,-0.4301,523.4078
16,3,-0.3588,524.2809
16,4,0.8511,631.7491
16,3,0.4265,580.3499
16,6,0.3762,630.9329
14.5,1,-0.102,509.3189
12,4,-1.0092,553.6606
16,1,-0.9912,542.7762
12,4,0.4484,566.9177
12,3,1.1084,381.8143
16,4,1.4247,480.934
12,2,-0.0164,483.9217
16,4,-0.3295,505.9037
16,4,-0.4067,578.8228
16,4,3.7685,296.494
16,2,0.1259,449.1517
14.5,4,-0.6885,651.4825
12,2,1.8053,323.8177
12,2,0.2124,340.9986
12,4,1.3033,611.7533
3,2,-0.8017,346.1912
16,4,4.1742,536.1301
12,4,0.1428,437.5979
16,6,0.5598,656.8947
12,3,-0.7825,618.9518
9,2,-0.8787,527.2973
16,4,0.1891,651.8487
16,4,0.6987,608.5067
12,4,2.3358,454.3846
12,2,-0.6745,391.8122
16,3,0.8272,551.3409
16,3,0.5326,478.307
16,4,-0.8252,575.2603
12,3,-0.7631,480.0585
12,2,-0.8383,426.9127
16,7,1.3006,494.1969
16,4,0.66,649.9292
16,4,0.4756,532.9689
16,6,0.232,634.2573
16,4,0.5349,562.2551
16,3,1.5638,449.4206
16,4,2.2766,431.6655
14.5,3,0.2181,594.9695
12,2,-1.2529,414.4556
14.5,4,-0.6458,676.5716
16,3,-0.0073,568.9429
12,4,1.5465,484.0647
16,4,1.4247,627.3483
16,4,-0.0331,727.7235
16,6,1.5734,545.5953
16,4,-0.5191,587.1096
16,4,0.1514,493.155
16,7,-0.1795,599.3642
12,2,2.4238,438.2729
16,6,-0.6026,675.855
12,2,0.8272,453.5729
16,4,0.1428,657.0374
16,2,-0.4242,465.4339
16,3,1.0229,419.2272
16,2,0.0198,328.8559
16,6,0.1592,664.4746
12,2,0.5166,455.8065
12,1,0.0229,486.503
16,1,-0.1189,357.5002
16,3,1.7333,422.4599
12,1,-0.8776,519.8256
16,2,1.1315,442.7256
16,4,0.3051,654.1462
9,4,0.3311,557.4237
16,3,0.2429,334.4772
16,2,0.4403,352.2986
12,3,-0.1449,454.1632
14.5,2,0.8356,349.5049
12,4,0.2424,371.6473
12,1,-1.1428,395.6103
12,3,0.1891,449.5189
16,6,1.5612,414.3002
16,1,-0.6233,483.2801
16,3,-0.4278,475.217
14.5,4,1.5706,445.9701
16,4,1.002,524.4475
12,4,0.743,583.2694
16,4,-0.3003,526.7077
12,3,0.996,312.4308
12,3,0.7215,432.1452
12,3,-1.1521,292.1823
16,7,1.4678,363.7147
16,4,-0.0683,633.4029
16,4,1.2777,541.2589
12,3,0.3333,537.7606
16,1,-0.2875,370.9122
14.5,7,0.1296,605.9766
16,4,0.8486,561.1824
16,3,-0.6709,461.7589
16,1,-1.0112,326.016
12,4,1.3502,457.7424
12,2,-0.0826,461.1725
16,1,-0.5827,307.1053
16,1,1.2777,436.5372
16,4,-0.7654,575.3352
9,2,-1.3707,391.3597
16,4,0.2607,715.3557
16,6,0.9688,667.9316
16,4,3.2037,559.0351
12,2,-0.5584,636.7627
12,2,-1.0015,338.8273
12,2,1.1199,359.0253
16,2,1.002,523.1262
16,6,1.2481,599.7956
12,2,-2.0686,415.2567
16,7,0.3762,618.9017
12,1,-1.6846,473.9141
16,4,1.136,367.8547
12,2,-0.6709,579.9025
12,4,-1.441,541.7059
16,3,-0.2067,411.2522
12,6,0.1724,631.5054
16,1,-1.2733,318.8704
12,3,-1.0173,537.9635
12,2,-0.5567,688.379
