"PAREDINT","BOOKSHOME","READ_AVG"
14.5,NA,440.0792
12,4,406.9706
16,2,278.0794
12,4,505.2977
NA,NA,479.7331
12,4,507.4327
16,NA,652.3747
16,NA,642.9113
16,7,251.657
16,4,559.8245
12,4,685.6011
16,2,559.0228
16,4,555.6017
16,NA,677.2384
NA,NA,625.7565
12,4,548.2115
14.5,4,486.8132
12,3,539.7757
12,2,503.9555
16,4,715.0612
14.5,3,555.3785
12,2,487.1549
16,4,619.2439
12,4,550.4411
16,NA,465.6806
16,2,342.8089
16,4,488.6594
16,3,295.2657
12,3,639.6023
16,4,469.7839
12,3,552.125
16,4,562.3479
16,4,582.787
16,2,229.0563
16,NA,541.1095
12,3,437.8889
16,6,328.887
16,4,405.4026
14.5,3,450.6763
16,3,493.5426
16,NA,512.4421
12,4,448.044
16,4,412.3781
16,4,404.5012
16,4,615.6044
16,6,438.2654
12,3,290.5677
12,3,379.3612
12,3,582.0772
16,7,314.5447
16,4,477.4661
16,4,392.8388
9,2,667.2308
16,NA,288.7584
12,3,353.7855
16,3,398.639
16,4,448.9101
12,2,547.5041
12,2,531.5546
16,1,420.5004
14.5,2,371.4935
16,NA,675.5651
NA,NA,415.2843
16,NA,265.6941
NA,NA,570.4975
16,6,539.3775
16,7,534.189
14.5,NA,375.739
14.5,2,601.5121
16,4,578.5928
16,3,374.0081
9,3,540.4846
12,1,415.7291
NA,NA,520.9846
12,3,654.7461
12,4,542.847
9,2,312.0088
12,3,542.6119
9,3,477.8276
12,1,430.2803
12,7,574.8115
12,2,418.5136
12,6,603.1975
12,4,411.5193
16,4,363.19
16,NA,601.6788
16,2,299.2095
NA,NA,511.058
14.5,3,595.1449
16,NA,616.007
16,3,529.4276
16,NA,622.9067
16,4,590.8965
16,3,607.2537
12,3,536.2262
16,4,559.0553
12,1,367.4958
12,2,538.1434
16,4,574.924
16,4,466.5337
16,3,469.9866
16,3,585.4758
12,1,460.7741
12,2,415.3929
16,1,411.7792
16,4,414.5046
16,4,489.0998
16,4,634.2209
16,2,464.2372
NA,NA,359.4457
16,6,569.9967
12,6,630.8558
12,4,589.0851
16,NA,535.2522
16,4,444.0823
16,3,335.2355
16,3,491.3532
12,NA,442.2073
16,NA,548.1121
16,3,544.1931
16,4,629.9527
3,1,414.7101
14.5,2,425.8886
16,NA,526.0549
16,2,361.6797
9,NA,669.7914
9,NA,532.7385
12,3,524.0612
3,1,456.4591
14.5,3,547.6034
12,1,386.7713
16,1,447.4812
14.5,4,382.9738
16,2,536.9486
12,2,627.4992
14.5,4,535.4982
9,1,311.0247
16,3,401.3821
12,3,564.835
NA,2,332.2014
16,2,405.9232
12,2,538.525
16,6,311.4008
16,NA,504.3017
12,3,600.4163
16,1,293.1016
16,NA,504.7009
16,1,669.4266
16,1,456.6818
9,1,368.4186
12,3,449.2175
12,3,266.2461
12,2,547.9237
16,NA,548.9796
12,3,285.1446
16,6,723.6454
16,6,518.8591
16,6,490.0463
16,6,706.0682
16,2,523.214
12,4,396.0806
6,4,489.2373
16,3,509.4777
12,2,443.7799
16,6,610.7316
16,6,587.1357
16,3,549.0702
12,3,594.4864
6,2,330.4845
14.5,4,448.6537
12,4,479.5032
12,1,406.338
14.5,3,476.3276
16,6,207.1767
12,3,516.0795
16,2,308.6285
6,4,625.392
16,NA,421.428
6,2,539.9923
14.5,3,518.7402
16,3,676.8587
12,2,386.6195
16,4,606.0005
16,3,615.491
14.5,3,458.4996
12,4,418.5501
NA,NA,376.9652
16,7,696.7142
12,NA,669.0385
16,4,658.9395
16,3,392.2259
16,2,454.5482
9,3,491.4743
14.5,4,395.1926
16,3,578.3303
12,2,548.6466
16,1,456.933
16,1,275.2965
16,4,506.9714
16,4,606.3323
16,2,423.9524
14.5,2,520.7469
12,1,458.1482
16,4,362.0905
16,4,553.4074
16,2,383.61
16,NA,456.9939
16,3,464.9529
16,NA,605.9358
6,2,553.0251
12,4,498.9312
16,NA,629.704
12,4,480.067
16,NA,494.4354
12,2,492.8509
16,6,486.8048
16,6,448.9938
12,2,555.5792
16,6,650.6185
16,3,363.5479
NA,NA,605.9898
14.5,2,444.7683
16,7,607.0181
9,2,334.2329
12,NA,520.6331
12,4,496.2547
NA,2,375.4829
12,2,548.9765
14.5,2,643.4692
12,2,473.2291
16,3,293.7443
NA,NA,537.091
16,2,485.0268
16,1,448.9482
12,2,452.4751
16,NA,596.9398
16,3,379.7891
9,4,537.6243
14.5,3,706.7951
16,3,602.6542
12,4,387.5693
12,1,403.1578
16,NA,507.703
16,2,412.9279
16,NA,538.9755
9,1,342.0302
16,4,483.6553
NA,NA,465.3508
16,4,572.0324
16,2,396.5402
12,2,500.1958
9,3,291.2634
16,3,454.7903
16,3,473.5029
16,2,525.0398
12,3,471.5436
16,3,535.7254
12,NA,438.3092
16,4,291.4968
12,2,367.733
16,6,579.7387
16,4,493.9795
16,NA,600.4901
12,3,524.6129
12,4,581.5273
16,2,392.7401
16,2,389.4887
14.5,4,484.1544
14.5,3,558.7239
12,2,379.3542
NA,NA,597.31
16,4,470.6041
16,4,541.8961
16,4,666.5586
16,2,342.6496
16,4,376.463
12,NA,507.2847
16,2,435.6051
14.5,3,587.0646
16,6,622.9077
16,4,641.8734
16,6,592.4524
14.5,6,564.0439
16,NA,668.2347
12,1,280.485
16,4,573.38
6,2,348.5943
16,3,391.192
12,2,401.3372
16,4,511.6824
14.5,3,524.5878
16,4,605.4664
9,3,586.3105
16,3,517.942
16,3,572.5569
9,2,456.9441
16,7,552.1306
16,3,537.0243
12,2,382.3582
12,3,505.4328
NA,NA,322.7263
16,4,530.4103
16,3,512.2582
16,4,439.5268
12,3,551.5641
16,2,305.1846
12,4,500.2888
16,6,713.0452
12,2,559.2281
16,4,652.0578
12,2,547.5865
16,4,561.8156
16,3,488.7148
12,2,489.2713
16,NA,495.9489
16,3,480.9463
9,1,445.7982
16,NA,696.1922
14.5,2,507.9241
16,4,660.7789
NA,NA,491.957
16,1,346.5715
16,4,524.4183
12,2,340.1508
9,1,338.2514
16,4,523.4078
9,NA,528.8274
16,3,524.2809
16,4,631.7491
16,3,580.3499
16,6,630.9329
14.5,1,509.3189
12,4,553.6606
16,1,542.7762
12,4,566.9177
12,3,381.8143
16,4,480.934
12,2,483.9217
16,4,505.9037
16,4,578.8228
NA,NA,522.1215
16,4,296.494
16,NA,635.3639
16,2,449.1517
14.5,4,651.4825
12,2,323.8177
12,2,340.9986
12,4,611.7533
3,2,346.1912
16,4,536.1301
12,4,437.5979
16,6,656.8947
NA,NA,298.0852
12,3,618.9518
16,NA,566.422
9,2,527.2973
16,4,651.8487
16,4,608.5067
16,NA,639.0119
12,4,454.3846
12,2,391.8122
16,3,551.3409
16,3,478.307
16,4,575.2603
12,3,480.0585
12,NA,579.7648
12,2,426.9127
16,7,494.1969
16,4,649.9292
NA,2,419.7961
NA,2,332.6278
16,4,532.9689
16,NA,656.2499
NA,NA,533.6979
16,6,634.2573
16,4,562.2551
16,NA,660.1882
12,NA,616.252
16,3,449.4206
16,NA,619.9712
16,4,431.6655
14.5,3,594.9695
12,2,414.4556
16,NA,374.053
14.5,4,676.5716
12,NA,516.7067
16,3,568.9429
12,NA,447.5496
12,4,484.0647
16,4,627.3483
16,NA,420.1902
NA,NA,512.4569
16,NA,693.7829
16,4,727.7235
16,6,545.5953
16,4,587.1096
16,4,493.155
16,7,599.3642
12,2,438.2729
16,6,675.855
12,2,453.5729
12,NA,547.9778
12,NA,646.5647
16,4,657.0374
16,2,465.4339
16,3,419.2272
16,2,328.8559
16,NA,509.227
16,6,664.4746
NA,NA,557.1938
12,2,455.8065
12,1,486.503
16,1,357.5002
14.5,NA,466.4201
16,NA,599.7555
16,3,422.4599
12,1,519.8256
16,2,442.7256
16,4,654.1462
9,4,557.4237
NA,NA,519.2224
16,3,334.4772
16,2,352.2986
12,3,454.1632
14.5,2,349.5049
16,NA,688.3469
14.5,NA,583.0471
12,4,371.6473
12,1,395.6103
12,3,449.5189
12,NA,559.492
16,6,414.3002
16,1,483.2801
16,NA,618.1585
16,3,475.217
14.5,4,445.9701
16,4,524.4475
12,4,583.2694
16,4,526.7077
12,3,312.4308
12,3,432.1452
12,3,292.1823
16,7,363.7147
16,4,633.4029
16,NA,398.1274
16,4,541.2589
12,3,537.7606
16,1,370.9122
14.5,7,605.9766
16,NA,660.9638
16,4,561.1824
16,NA,692.0253
16,3,461.7589
16,1,326.016
12,4,457.7424
16,NA,666.7389
12,2,461.1725
16,1,307.1053
16,1,436.5372
16,4,575.3352
NA,NA,504.7966
9,2,391.3597
16,4,715.3557
16,6,667.9316
16,NA,560.319
16,4,559.0351
12,2,636.7627
12,2,338.8273
12,2,359.0253
NA,NA,519.8167
16,2,523.1262
16,6,599.7956
12,2,415.2567
16,7,618.9017
16,NA,530.0306
12,1,473.9141
16,4,367.8547
16,NA,449.7663
12,2,579.9025
16,NA,620.675
12,4,541.7059
16,3,411.2522
12,6,631.5054
16,1,318.8704
12,3,537.9635
12,2,688.379
16,NA,612.3423
16,NA,276.8858
16,4,490.0947
12,2,346.5038
9,4,357.3274
16,NA,535.8803
16,3,532.0347
16,6,646.0682
9,1,385.7284
14.5,2,582.7169
16,NA,592.4254
16,6,469.7405
16,4,358.2341
9,4,437.0795
12,1,413.1953
12,3,493.1887
12,2,521.4334
16,3,502.6783
16,4,295.9878
14.5,3,541.1404
16,2,349.4976
9,NA,394.4259
14.5,4,629.9475
16,2,601.8727
16,4,405.6061
16,NA,554.756
16,3,441.3259
NA,NA,649.0323
12,3,459.0192
12,2,378.9324
16,2,507.6806
3,2,504.8533
16,3,545.8206
16,6,681.8225
16,NA,616.4779
16,1,377.1746
16,4,598.3091
14.5,2,660.6126
16,4,519.1843
12,2,590.7375
16,3,608.7867
NA,NA,586.418
16,6,549.2849
16,NA,563.8359
16,6,452.1841
16,3,382.2929
12,2,531.6016
16,3,551.4143
12,2,443.6533
16,1,479.7484
16,7,539.7976
16,4,427.6417
16,7,738.7647
14.5,NA,493.0646
12,1,469.9821
14.5,2,459.44
16,4,469.196
14.5,2,602.3355
16,4,571.6623
16,2,284.952
16,NA,692.5087
16,1,329.3053
16,NA,683.6014
16,2,383.3411
16,4,603.5548
16,NA,560.1148
16,2,558.6733
12,2,383.155
12,3,579.7246
16,4,502.3892
12,3,388.7934
12,4,395.3761
16,3,270.4444
16,NA,640.5521
16,4,677.3953
16,4,389.1101
16,4,665.561
12,3,570.4881
12,4,365.0502
16,6,588.1494
14.5,4,544.7677
12,3,515.2366
9,3,562.286
16,1,335.2856
12,4,477.8972
16,1,241.2357
14.5,NA,754.1026
14.5,4,651.3221
16,3,510.7198
16,7,734.4531
16,6,464.0807
16,4,296.3919
16,NA,600.4231
NA,2,400.0017
16,NA,555.6429
12,NA,665.7756
16,3,561.5927
16,3,515.2496
9,3,477.5456
16,3,612.8284
16,4,585.2635
16,2,369.3602
12,3,402.7515
9,3,238.59
16,4,365.8011
14.5,NA,643.0393
16,NA,505.7194
NA,2,463.3333
16,3,656.6297
9,1,544.3325
14.5,4,554.2881
12,NA,458.5226
16,4,664.4483
12,3,494.4677
14.5,4,646.2937
16,2,414.3391
12,6,637.8522
16,6,539.1826
16,1,289.8708
16,4,483.8225
16,1,437.2035
12,2,411.1531
12,4,411.7073
16,6,356.1958
12,4,694.4367
12,4,682.6276
12,4,465.6914
12,4,446.674
16,2,543.3521
16,6,734.8436
16,6,535.4026
16,6,509.5531
12,2,564.1252
12,4,656.0681
12,3,364.4867
12,2,452.7466
12,NA,496.1194
16,3,523.0927
16,3,449.4176
14.5,4,618.0133
16,NA,552.4643
NA,NA,428.4233
9,1,275.4375
16,2,466.7885
16,4,547.0886
16,3,465.7365
16,7,550.3632
16,6,592.8909
16,6,780.0662
NA,NA,557.8671
12,2,469.2464
12,2,490.6287
16,3,574.1243
16,NA,302.7352
16,4,609.0693
16,NA,468.942
NA,4,446.5904
16,6,524.6627
12,6,406.7218
16,4,549.4517
12,1,560.4133
16,4,513.3662
12,4,469.5641
16,NA,657.5281
16,3,511.2616
16,4,494.2204
6,4,660.9243
16,2,430.0856
12,4,599.0927
16,4,702.5624
16,2,407.5691
16,NA,718.2074
12,4,680.4827
16,4,467.3206
16,3,579.0624
NA,NA,394.1006
14.5,3,481.4232
16,3,674.5984
14.5,4,634.9632
16,3,372.1819
16,3,461.751
12,2,505.6547
9,3,455.5637
12,3,521.6945
16,2,466.4899
12,NA,517.1586
14.5,3,458.5439
16,NA,603.048
16,NA,489.0196
16,NA,550.0289
16,3,478.4454
9,2,480.9166
16,6,565.3902
16,3,573.0061
12,1,590.6974
NA,NA,609.8719
NA,2,470.8321
12,3,452.0564
16,7,734.1806
16,4,487.0126
9,3,506.5253
12,1,487.0676
12,2,453.2694
16,3,622.3357
16,3,447.3886
9,2,315.2037
12,1,387.9358
9,3,397.8497
12,3,443.6238
16,4,621.8916
12,2,465.8249
NA,NA,386.2312
16,6,647.64
16,4,644.9722
12,2,424.5056
16,3,544.4736
16,2,613.5619
16,4,593.0443
14.5,NA,424.3741
16,6,648.5589
9,NA,442.3711
16,4,726.9723
14.5,4,742.144
16,3,452.6129
16,4,505.9662
16,4,504.4775
16,4,600.5842
12,4,506.4
12,4,666.6633
12,3,684.1456
12,4,601.6888
16,6,749.5099
16,2,492.9275
16,4,624.0606
12,4,364.6611
16,6,559.9566
16,2,489.5938
12,7,543.2336
12,2,409.0812
16,1,318.2163
16,3,527.4642
16,2,565.5413
16,4,587.2392
12,2,559.9707
16,4,583.6186
12,2,518.0428
16,3,373.992
12,1,647.9565
16,7,658.9978
16,NA,716.7997
16,4,636.4551
16,NA,458.4499
12,NA,496.4785
14.5,2,429.7569
12,1,485.996
16,4,628.2452
16,NA,495.2297
14.5,4,536.5424
12,NA,553.9586
16,NA,440.699
12,4,409.1131
12,4,585.8377
12,3,510.2097
12,4,729.8577
16,6,616.6226
NA,3,480.8243
16,3,625.2053
12,7,662.2509
16,6,462.6281
16,1,464.2451
16,6,639.5186
16,7,748.8446
12,1,367.2247
12,4,645.29
12,3,538.1882
16,4,649.3918
16,7,636.6102
9,2,379.1997
9,3,519.7179
12,NA,623.7946
12,4,513.5012
12,NA,413.138
NA,NA,548.6946
14.5,4,590.0473
9,3,357.2371
14.5,3,507.9737
NA,1,401.1515
12,3,614.4489
16,4,559.3289
16,3,506.7798
12,3,606.3484
12,3,620.2712
16,NA,612.2965
16,4,634.8441
16,6,534.2018
16,6,575.6917
14.5,3,306.88
9,3,544.3668
12,7,435.9852
12,3,468.0229
14.5,2,512.7555
9,3,484.2407
16,6,687.8399
16,7,383.2865
12,3,431.1445
16,NA,644.2057
16,6,501.5762
NA,NA,551.8076
16,4,355.8389
16,NA,579.4023
12,6,603.0691
12,2,476.4553
12,2,529.7486
16,2,404.4517
9,4,428.1163
16,3,440.8008
9,2,421.446
12,NA,568.6692
16,3,380.4271
16,7,449.668
16,3,294.3437
9,6,590.9908
16,NA,567.0359
16,4,427.7452
16,4,522.4276
16,4,463.5411
16,1,230.7995
16,NA,597.1617
16,NA,638.7985
12,4,476.1711
12,2,461.2458
16,4,556.4647
16,NA,491.5217
12,4,436.969
NA,NA,490.6006
16,7,696.2293
16,3,478.2335
16,NA,319.6651
9,3,417.6509
12,4,457.674
16,2,610.3724
16,6,618.7184
9,3,358.1706
16,6,560.2121
12,NA,473.6496
16,2,403.4545
9,3,378.9859
9,2,424.6031
12,4,501.117
16,4,390.3342
14.5,4,606.5092
NA,2,273.1189
16,7,785.1786
12,4,648.8308
16,3,383.7032
12,4,637.2261
16,6,606.3421
12,2,336.5328
16,4,565.3956
12,4,261.2191
16,NA,611.3943
16,2,441.7222
16,4,390.6934
16,NA,717.8176
12,2,491.6089
16,4,578.7797
NA,NA,430.0541
16,2,433.5198
16,2,550.1663
16,2,467.3357
16,3,422.7637
14.5,2,352.1131
16,NA,513.0936
12,4,494.9
16,4,459.0036
12,4,346.6086
16,3,439.1496
16,6,581.3837
16,3,469.1244
9,NA,553.5799
16,3,491.5383
14.5,4,568.176
16,4,510.9097
16,4,563.5409
16,2,459.7757
16,4,609.9829
16,3,461.0994
12,2,541.2379
16,2,554.2116
12,1,482.2123
12,4,407.878
16,4,597.0392
16,4,347.7193
12,3,608.0822
14.5,2,499.0326
6,2,432.6977
NA,2,443.8809
16,4,649.9175
16,3,457.7508
16,4,702.626
16,3,563.0729
16,1,376.2655
9,1,360.7274
3,3,410.4378
12,2,376.1682
16,2,256.3972
14.5,NA,455.06
16,4,626.3551
16,4,431.0406
16,3,467.0845
16,NA,332.5661
16,3,522.0207
16,4,513.7717
12,4,594.3739
NA,NA,353.4077
14.5,4,578.1066
12,2,585.3532
9,2,603.4642
16,NA,357.1131
14.5,4,466.6027
16,4,572.6702
16,2,362.4197
16,1,363.6172
12,2,420.0077
16,3,450.9056
3,3,389.9844
3,2,488.2134
12,2,522.6666
12,4,694.6198
16,2,465.5891
16,7,567.0827
16,4,417.5791
NA,NA,424.5837
9,3,351.2356
6,3,437.9659
16,4,474.6915
16,3,444.502
12,NA,394.5119
12,4,493.682
16,3,683.391
NA,NA,670.7463
16,3,500.2816
12,1,411.4842
16,NA,637.1088
16,2,545.9884
16,3,375.0141
12,3,502.948
14.5,NA,469.3576
12,2,419.7322
12,3,606.3929
12,4,701.4386
6,2,385.901
16,NA,531.7498
12,4,572.3871
16,4,234.1204
16,4,531.3494
12,4,330.3711
16,4,371.9785
12,3,499.6067
16,3,630.954
16,4,577.2517
12,3,440.7785
12,4,470.7653
16,2,343.429
16,2,495.0531
16,NA,665.3227
12,3,527.4904
14.5,3,569.6154
12,7,623.3684
9,2,366.9161
16,4,405.5189
16,7,382.4618
16,1,450.8747
16,2,368.4666
9,1,263.5002
16,3,646.2009
12,2,415.591
16,NA,541.5534
12,3,356.5127
16,4,400.8693
12,2,497.2078
16,4,351.1641
16,4,481.6724
12,4,511.4658
16,6,654.4652
16,NA,582.9551
16,3,524.5116
12,6,555.6874
16,6,562.6719
16,2,511.9015
16,2,625.9358
3,3,621.249
16,4,640.2659
16,NA,371.6115
12,1,254.9132
12,1,419.9284
12,1,464.1706
6,3,509.6097
16,4,370.7183
16,1,460.6638
16,3,516.9912
16,NA,535.984
16,3,500.1726
16,4,526.7417
12,4,667.4893
14.5,NA,396.0103
16,4,405.5695
16,7,493.2949
16,4,680.8488
16,4,521.799
12,1,554.778
16,4,619.839
16,3,608.5393
16,NA,480.1629
12,4,614.0103
NA,NA,511.8211
12,4,512.8172
16,4,583.4282
16,3,480.4139
16,NA,355.4714
16,6,641.5522
16,NA,658.6227
14.5,4,515.5152
16,NA,681.0018
16,4,489.8443
16,2,503.9432
9,2,404.5019
16,4,375.6862
16,4,604.8043
12,3,455.6953
16,3,503.5796
14.5,2,595.4471
16,NA,578.8012
3,1,449.0812
16,4,519.396
16,3,482.9192
12,NA,550.7565
12,1,534.438
16,NA,482.5328
16,4,427.489
12,3,395.3128
16,2,568.9998
12,2,495.2551
16,4,513.05
16,NA,517.184
16,4,481.2165
16,3,445.1589
16,2,542.1312
16,3,475.8841
16,6,638.1747
12,2,555.5796
9,3,485.3458
12,2,355.7297
16,3,495.9516
12,2,508.0756
12,3,330.1893
12,2,277.6849
12,4,449.5427
12,2,333.8363
12,4,606.8818
16,4,575.918
12,2,420.6849
12,2,417.4511
16,4,646.8974
16,4,346.6819
16,4,585.9213
16,NA,541.9756
16,4,475.8839
16,2,415.0015
16,1,356.7126
16,2,544.119
6,3,684.2839
NA,NA,398.6634
14.5,3,466.1004
16,2,360.2671
12,4,406.3809
16,4,576.8445
6,2,570.4148
16,2,335.8954
16,3,534.3016
NA,NA,504.7082
12,4,366.2085
12,3,461.1428
16,3,343.2064
16,2,397.1123
16,2,386.298
12,2,330.7235
16,NA,649.8233
NA,NA,489.9086
16,2,457.6219
9,1,497.838
14.5,3,626.6821
16,6,384.6579
9,3,521.1895
16,1,309.7434
16,4,333.3505
16,NA,624.2346
NA,NA,510.5458
NA,NA,559.7119
NA,NA,484.3977
16,NA,613.2622
16,3,489.6273
12,6,552.5684
6,1,418.6208
12,2,391.0172
16,2,438.2634
12,3,489.2682
16,6,590.0598
12,2,444.3406
14.5,4,488.8914
14.5,2,441.6269
16,NA,559.3708
12,2,420.0713
16,3,547.1898
12,3,517.6464
14.5,1,538.502
16,4,621.7494
9,2,402.3282
9,3,272.581
16,7,249.7683
16,4,678.2858
6,2,485.2847
12,4,642.0837
16,2,505.6763
16,4,461.2247
12,1,486.2767
6,4,658.6364
NA,NA,349.3055
12,3,430.615
12,3,601.2413
9,3,492.3867
16,6,537.6033
16,NA,639.1662
16,4,587.5477
12,NA,557.6808
3,2,410.5804
16,4,619.875
16,3,451.4944
9,4,497.2919
16,4,441.5011
12,3,530.8289
14.5,3,502.9203
16,4,470.3605
16,7,532.5387
16,NA,561.3832
16,NA,595.3954
16,6,589.9101
16,NA,622.4664
16,4,367.1671
16,4,560.8596
14.5,4,395.4468
16,4,518.0491
16,4,751.2648
16,7,466.3829
16,4,470.634
16,2,430.9768
9,3,372.6064
16,NA,678.2072
12,4,712.4213
12,2,539.1903
14.5,4,631.089
16,1,364.2095
12,4,586.1609
12,4,413.644
16,NA,497.531
12,3,554.8512
6,2,435.4476
16,4,488.0367
16,NA,559.1201
16,4,542.0717
12,2,309.301
14.5,4,591.3674
16,NA,687.9443
9,1,541.8835
16,NA,595.5714
12,2,458.1384
12,2,256.4204
16,4,634.2073
12,1,306.1
12,3,419.5107
16,4,539.1293
14.5,1,462.5342
6,3,538.8233
NA,NA,357.4015
16,3,450.177
16,4,567.7871
12,3,557.7216
12,2,468.1718
12,1,300.9437
16,2,491.5753
12,4,332.567
16,4,662.9735
16,2,447.3283
16,1,399.0756
14.5,4,323.2696
16,3,522.979
16,4,634.4956
16,6,653.7096
16,3,379.4464
9,NA,530.3772
NA,NA,421.8037
16,NA,360.776
9,2,394.7197
16,4,524.058
16,4,737.6396
12,1,495.5259
16,NA,617.2637
12,3,539.1495
16,4,514.6096
16,4,634.4726
16,7,625.1848
16,7,712.3543
NA,NA,386.8265
12,NA,633.1627
16,1,405.907
16,NA,373.3611
16,2,432.4549
6,2,427.3154
16,4,625.6278
12,3,635.6034
16,6,449.6564
16,1,308.0774
NA,NA,548.9151
14.5,2,442.1761
12,3,509.1158
16,1,398.3983
16,1,400.5467
16,4,569.4799
12,2,402.871
12,3,553.3651
16,3,497.7508
12,NA,588.433
12,4,656.8505
12,3,452.0816
16,4,471.0275
16,4,421.6283
14.5,3,622.6734
16,2,458.4375
16,4,608.0807
3,2,530.8607
12,3,492.1384
16,3,368.4985
16,3,541.5958
16,4,575.2071
12,NA,534.6142
16,4,416.4392
16,2,604.5861
14.5,1,392.2268
16,4,489.8651
16,7,539.0614
14.5,3,558.214
16,4,613.4656
12,2,292.6498
16,4,674.6364
9,2,369.0315
14.5,4,494.4563
16,4,722.4085
16,2,672.3259
3,3,496.1189
12,3,537.6474
16,4,545.3988
16,4,650.39
14.5,NA,560.8505
16,6,667.1051
12,3,461.9209
12,6,526.1985
14.5,3,316.5816
14.5,6,541.2544
NA,NA,517.416
16,1,439.9055
16,4,490.1527
NA,NA,327.8876
12,NA,441.3768
12,3,694.3507
16,4,665.9021
12,3,407.6924
16,6,606.6623
9,NA,519.5524
12,4,658.7347
16,4,538.1291
16,NA,504.1115
12,2,376.336
12,3,540.7384
16,2,273.1943
14.5,4,682.503
16,6,542.0296
16,3,583.4644
12,4,414.441
16,NA,496.5632
16,4,430.6844
16,4,664.3113
3,2,356.383
16,4,565.0321
16,2,330.917
12,4,604.6301
16,2,486.4485
12,3,533.0191
16,1,279.807
16,6,547.9936
12,2,389.2688
16,NA,557.1165
16,4,597.9486
NA,NA,507.0675
16,4,550.5226
16,3,671.7205
16,3,430.2754
16,2,411.7193
16,3,640.5952
14.5,4,513.2934
16,3,524.3248
14.5,4,479.5721
16,6,539.7552
16,2,549.7941
16,4,538.9799
12,NA,612.7968
14.5,4,529.0025
16,3,485.5596
16,4,574.2992
16,NA,620.3993
9,2,537.1794
12,3,487.5921
16,3,547.2033
14.5,3,388.615
16,3,461.5402
NA,NA,301.0211
16,NA,499.979
16,NA,540.802
12,3,344.3998
12,3,300.4019
16,2,556.1277
NA,NA,544.5087
14.5,3,439.061
16,4,515.6478
16,NA,638.522
16,6,673.5911
12,2,426.3093
12,1,365.2142
9,3,503.3016
14.5,NA,414.5407
16,2,509.3581
16,2,552.3001
14.5,3,538.3323
16,4,399.2947
12,4,628.5699
16,NA,634.0572
9,3,426.19
16,3,572.6045
12,4,509.574
12,2,393.7956
12,NA,634.5007
16,2,401.4431
16,3,648.3177
12,6,653.545
16,4,470.1459
16,NA,606.875
12,2,357.7407
12,2,427.0957
NA,NA,371.6523
16,3,547.0491
12,NA,607.2375
12,1,310.5821
12,1,463.3739
12,4,544.5933
14.5,4,375.0174
16,2,411.8303
16,2,595.9505
16,NA,386.5716
14.5,2,430.8376
12,NA,554.2666
12,2,487.7123
16,1,550.9415
16,6,588.8573
NA,NA,514.8528
16,3,543.0848
12,3,543.9729
16,3,323.7266
16,4,522.2942
16,2,643.9503
12,4,526.3846
16,NA,550.0045
12,NA,395.3242
16,4,676.1163
16,3,578.8683
16,1,422.4868
16,6,608.9192
16,NA,275.1657
16,1,657.6578
16,6,712.2934
16,4,563.4874
12,4,481.9013
12,4,386.2978
16,7,558.3604
16,4,591.7887
12,NA,503.311
16,NA,522.3684
16,2,339.8703
16,NA,570.384
16,4,330.6958
12,3,547.264
16,2,422.2446
16,3,599.287
NA,NA,450.3931
NA,NA,332.6085
12,2,496.5427
NA,2,343.0314
12,3,326.787
9,3,507.1752
16,4,655.6278
16,4,591.5423
12,3,686.12
14.5,2,340.7696
16,3,547.1628
14.5,4,602.1537
16,3,523.012
16,4,507.4145
16,6,694.4792
12,NA,703.4038
16,NA,424.4986
12,NA,569.8465
16,4,549.6885
12,2,301.4659
16,4,541.898
12,4,424.1526
16,3,566.0097
12,2,554.3786
16,2,379.844
14.5,6,478.8254
16,3,356.6567
16,3,417.0558
12,7,280.9788
16,NA,497.6336
16,4,487.0507
16,4,758.8794
16,1,412.2724
12,6,342.4434
16,4,551.0004
12,3,592.2829
16,4,593.0625
16,NA,624.4396
6,3,626.6291
16,NA,535.0569
14.5,NA,532.9963
9,4,535.0633
16,7,611.3412
16,NA,606.485
14.5,4,586.1286
16,4,494.0057
16,6,597.7252
16,NA,626.7581
16,4,474.5303
16,6,670.8927
NA,NA,521.6492
16,2,426.983
16,2,377.201
12,7,248.8251
12,4,319.2811
14.5,3,475.2945
12,1,366.5262
12,4,428.6337
12,NA,610.3681
9,3,435.4156
16,3,579.1775
12,1,259.7429
16,NA,656.4334
12,2,393.9159
16,2,357.2363
NA,NA,486.5645
16,NA,595.6899
12,6,489.9011
16,NA,581.8632
9,3,482.5616
16,3,390.6843
9,NA,487.5549
16,6,512.6726
16,4,513.2894
16,4,525.5203
16,1,400.0586
6,2,541.7671
16,4,661.1817
12,4,628.4944
12,2,545.8786
16,3,516.7282
16,4,269.5137
14.5,3,402.6981
16,4,364.2845
16,3,322.831
16,NA,613.237
16,4,687.5088
16,3,451.5862
14.5,6,477.2743
9,NA,615.0933
16,4,596.4924
16,4,415.1767
16,1,426.8007
16,3,655.6904
16,6,572.1172
NA,NA,539.7214
16,NA,522.6037
16,NA,590.8591
9,NA,544.8508
16,4,449.4459
16,6,619.6447
16,3,415.5
16,4,682.3031
16,2,491.7898
16,2,205.3047
16,4,615.2139
16,4,651.6854
12,1,475.9991
16,6,583.1282
16,3,420.1981
12,2,368.8112
14.5,2,501.2952
NA,NA,438.0485
14.5,2,517.4944
12,2,393.7103
12,2,342.5481
16,2,490.8795
16,3,441.4486
12,1,346.8319
